"sg_ue";"nr_candidato";"nm_urna_candidato";"sg_partido";"ds_composicao_coligacao";"ds_situacao";"qt_votos_candidato";"pr_votos_candidato";"cd_eleicao";"sg_abrangencia";"turno";"cd_cargo";"qt_sessoes";"qt_sessoes_t";"qt_sessoes_nt";"qt_sessoes_i";"qt_sessoes_ni";"qt_sessoes_apuradas";"qt_sessoes_nao_apuradas";"qt_eleitores";"qt_eleitores_aptos";"qt_eleitores_nao_aptos";"qt_eleitores_si";"qt_eleitores_sni";"qt_eleitores_compareceram";"qt_abstencoes";"vscv";"qt_votos_nominais";"qt_votos_computados";"qt_votos_brancos";"qt_votos_nulos";"qt_votos_nulos_vn";"qt_votos_nulos_vnt";"qt_votos_vp";"qt_votos_validos";"qt_votos_an";"qt_votos_anulados_sob_judice";"qt_votos_total"
79154;11;"ONEY";"PP";"PP";"Não eleito";634;1,73;426;"MUNICIPAL";1;11;134;134;0;134;0;134;0;48593;48593;0;48593;0;39281;9312;0;36730;36730;1079;1472;1472;0;0;36730;0;0;39281
79154;27;"EDSON FERREIRA";"DC";"DC";"Não eleito";341;0,93;426;"MUNICIPAL";1;11;134;134;0;134;0;134;0;48593;48593;0;48593;0;39281;9312;0;36730;36730;1079;1472;1472;0;0;36730;0;0;39281
79170;55;"EDMILSON MOURA";"PSD";"PSD - PODE / PTB / PP / PSDB / PSD / PSB / MDB / PSC";"Eleito";6073;61,25;426;"MUNICIPAL";1;11;36;36;0;36;0;36;0;12855;12855;0;12855;0;10416;2439;0;9915;9915;169;332;332;0;0;9915;0;0;10416
79170;12;"ZE MARIA";"PDT";"PDT - PDT / PT / PSL / PL / CIDADANIA / DEM";"Não eleito";3842;38,75;426;"MUNICIPAL";1;11;36;36;0;36;0;36;0;12855;12855;0;12855;0;10416;2439;0;9915;9915;169;332;332;0;0;9915;0;0;10416
79197;55;"JULIO LEITE";"PSD";"PSD - PODE / PSD / PT / PSL / CIDADANIA";"Eleito";5036;60,91;426;"MUNICIPAL";1;11;29;29;0;29;0;29;0;11704;11704;0;11704;0;8862;2842;0;8268;8268;196;398;398;0;0;8268;0;0;8862
79197;20;"SILVANA (LOIRA DO SINDICATO)";"PSC";"PSC";"Não eleito";42;0,51;426;"MUNICIPAL";1;11;29;29;0;29;0;29;0;11704;11704;0;11704;0;8862;2842;0;8268;8268;196;398;398;0;0;8268;0;0;8862
79197;10;"SANDRA DO MERCADO ESTRELA";"REPUBLICANOS";"REPUBLICANOS";"Não eleito";345;4,17;426;"MUNICIPAL";1;11;29;29;0;29;0;29;0;11704;11704;0;11704;0;8862;2842;0;8268;8268;196;398;398;0;0;8268;0;0;8862
79197;15;"CLAUDIO MIQUELAN";"MDB";"MDB";"Não eleito";1283;15,52;426;"MUNICIPAL";1;11;29;29;0;29;0;29;0;11704;11704;0;11704;0;8862;2842;0;8268;8268;196;398;398;0;0;8268;0;0;8862
79197;25;"BI CUNHA";"DEM";"DEM - PROS / PSB / DEM / PP / AVANTE / PDT";"Não eleito";1562;18,89;426;"MUNICIPAL";1;11;29;29;0;29;0;29;0;11704;11704;0;11704;0;8862;2842;0;8268;8268;196;398;398;0;0;8268;0;0;8862
79219;45;"IKA";"PSDB";"PSDB - PSL / PSD / DEM / PSDB";"Não eleito";3891;39,63;426;"MUNICIPAL";1;11;30;30;0;30;0;30;0;12962;12962;0;12962;0;10459;2503;0;9818;9818;230;411;411;0;0;9818;0;0;10459
79219;77;"JOTA JUNIOR";"SOLIDARIEDADE";"SOLIDARIEDADE";"Não eleito";153;1,56;426;"MUNICIPAL";1;11;30;30;0;30;0;30;0;12962;12962;0;12962;0;10459;2503;0;9818;9818;230;411;411;0;0;9818;0;0;10459
79219;13;"CLAUDIA ARECO";"PT";"PT";"Não eleito";285;2,9;426;"MUNICIPAL";1;11;30;30;0;30;0;30;0;12962;12962;0;12962;0;10459;2503;0;9818;9818;230;411;411;0;0;9818;0;0;10459
79219;11;"IVAN REIS";"PP";"PP - PL / PP / PTB / MDB / PSC";"Eleito";5385;54,85;426;"MUNICIPAL";1;11;30;30;0;30;0;30;0;12962;12962;0;12962;0;10459;2503;0;9818;9818;230;411;411;0;0;9818;0;0;10459
79219;23;"AGNALDO CUSTODIO FERREIRA";"CIDADANIA";"CIDADANIA - CIDADANIA / PATRIOTA";"Não eleito";104;1,06;426;"MUNICIPAL";1;11;30;30;0;30;0;30;0;12962;12962;0;12962;0;10459;2503;0;9818;9818;230;411;411;0;0;9818;0;0;10459
79235;20;"BUTINA";"PSC";"PSC - PSC / PTB / PODE / PROS / PSD / SOLIDARIEDADE";"Eleito";5461;50,94;426;"MUNICIPAL";1;11;46;46;0;46;0;46;0;14142;14142;0;14142;0;11277;2865;0;10720;10720;228;329;329;0;0;10720;0;0;11277
79235;15;"RILDO";"MDB";"MDB - MDB / DEM / PDT";"Não eleito";4906;45,76;426;"MUNICIPAL";1;11;46;46;0;46;0;46;0;14142;14142;0;14142;0;11277;2865;0;10720;10720;228;329;329;0;0;10720;0;0;11277
79235;28;"PEDRO MACHADO";"PRTB";"PRTB";"Não eleito";353;3,29;426;"MUNICIPAL";1;11;46;46;0;46;0;46;0;14142;14142;0;14142;0;11277;2865;0;10720;10720;228;329;329;0;0;10720;0;0;11277
79251;11;"GRINGO";"PP";"PP - PTB / PP / PT / MDB / PODE / PSC / PSD / PROS / REPUBLICANOS";"Eleito";4948;55,95;426;"MUNICIPAL";1;11;30;30;0;30;0;30;0;11568;11568;0;11568;0;9677;1891;0;8844;8844;336;497;497;0;0;8844;0;0;9677
79251;17;"AMARILDO CARVALHO";"PSL";"PSL";"Não eleito";3896;44,05;426;"MUNICIPAL";1;11;30;30;0;30;0;30;0;11568;11568;0;11568;0;9677;1891;0;8844;8844;336;497;497;0;0;8844;0;0;9677
79278;13;"JAQUELINE MACHADO";"PT";"PT";"Não eleito";2220;3,14;426;"MUNICIPAL";1;11;233;233;0;233;0;233;0;98692;98692;0;98692;0;76657;22035;0;70603;70603;2724;3330;3330;0;0;70603;0;0;76657
79278;50;"CLÁUDIA MALLMANN";"PSOL";"PSOL - PSOL / PC do B";"Não eleito";509;0,72;426;"MUNICIPAL";1;11;233;233;0;233;0;233;0;98692;98692;0;98692;0;76657;22035;0;70603;70603;2724;3330;3330;0;0;70603;0;0;76657
79278;15;"BETO LUNITTI";"MDB";"MDB - AVANTE / REDE / CIDADANIA / MDB / PSB";"Eleito";23808;33,72;426;"MUNICIPAL";1;11;233;233;0;233;0;233;0;98692;98692;0;98692;0;76657;22035;0;70603;70603;2724;3330;3330;0;0;70603;0;0;76657
79278;36;"SIMONE SPONHOLZ";"PTC";"PTC - PTC / PTB";"Não eleito";10249;14,52;426;"MUNICIPAL";1;11;233;233;0;233;0;233;0;98692;98692;0;98692;0;76657;22035;0;70603;70603;2724;3330;3330;0;0;70603;0;0;76657
79278;11;"LUCIO DE MARCHI";"PP";"PP - PSD / PATRIOTA / DEM / SOLIDARIEDADE / PP / PV";"Não eleito";21087;29,87;426;"MUNICIPAL";1;11;233;233;0;233;0;233;0;98692;98692;0;98692;0;76657;22035;0;70603;70603;2724;3330;3330;0;0;70603;0;0;76657
79278;19;"TITA FURLAN";"PODE";"PODE - PODE / REPUBLICANOS / PSL / PL / PSC";"Não eleito";11222;15,89;426;"MUNICIPAL";1;11;233;233;0;233;0;233;0;98692;98692;0;98692;0;76657;22035;0;70603;70603;2724;3330;3330;0;0;70603;0;0;76657
79278;12;"CORAZZA";"PDT";"PDT";"Não eleito";1508;2,14;426;"MUNICIPAL";1;11;233;233;0;233;0;233;0;98692;98692;0;98692;0;76657;22035;0;70603;70603;2724;3330;3330;0;0;70603;0;0;76657
79294;15;"FLAVIO ZANROSSO";"MDB";"MDB - DEM / MDB";"Eleito";4058;100;426;"MUNICIPAL";1;11;16;16;0;16;0;16;0;6348;6348;0;6348;0;5348;1000;0;4058;4058;639;651;651;0;0;4058;0;0;5348
79316;22;"BÓIA";"PL";"PL - MDB / PL";"Eleito";3208;57,29;426;"MUNICIPAL";1;11;17;17;0;17;0;17;0;6872;6872;0;6872;0;5812;1060;0;5600;5600;56;156;156;0;0;5600;0;0;5812
79316;10;"CUSTODIO";"REPUBLICANOS";"REPUBLICANOS - REPUBLICANOS / PP / PSL";"Não eleito";2392;42,71;426;"MUNICIPAL";1;11;17;17;0;17;0;17;0;6872;6872;0;6872;0;5812;1060;0;5600;5600;56;156;156;0;0;5600;0;0;5812
79332;23;"FABIO DALECIO";"CIDADANIA";"CIDADANIA - PP / PDT / PODE / PL / CIDADANIA / DEM / PRTB / PSDB / PATRIOTA / PROS";"Eleito";8221;55;426;"MUNICIPAL";1;11;46;46;0;46;0;46;0;19436;19436;0;19436;0;15545;3891;0;14947;14947;161;437;437;0;0;14947;0;0;15545
79332;55;"HAROLDO NASCIMENTO";"PSD";"PSD - PSD / MDB / PSC";"Não eleito";6726;45;426;"MUNICIPAL";1;11;46;46;0;46;0;46;0;19436;19436;0;19436;0;15545;3891;0;14947;14947;161;437;437;0;0;14947;0;0;15545
79359;28;"DR GIULIANO TURETTA";"PRTB";"PRTB";"Não eleito";2717;5,55;426;"MUNICIPAL";1;11;195;195;0;195;0;195;0;78446;78446;0;78446;0;53836;24610;0;48922;48922;2274;2640;2640;0;0;48922;0;0;53836
79359;13;"PROFESSORA BETH";"PT";"PT - PT / PL / MDB";"Não eleito";2766;5,65;426;"MUNICIPAL";1;11;195;195;0;195;0;195;0;78446;78446;0;78446;0;53836;24610;0;48922;48922;2274;2640;2640;0;0;48922;0;0;53836
79359;20;"CELSO POZZOBOM";"PSC";"PSC - PTB / PSC / CIDADANIA / PSB / PROS / PSD / DC";"Eleito";32714;66,87;426;"MUNICIPAL";1;11;195;195;0;195;0;195;0;78446;78446;0;78446;0;53836;24610;0;48922;48922;2274;2640;2640;0;0;48922;0;0;53836
79359;11;"DR SANDRO";"PP";"PP - REPUBLICANOS / PP / PSL / PODE / DEM";"Não eleito";10725;21,92;426;"MUNICIPAL";1;11;195;195;0;195;0;195;0;78446;78446;0;78446;0;53836;24610;0;48922;48922;2274;2640;2640;0;0;48922;0;0;53836
79375;12;"NELSON PEDROSO";"PDT";"PDT";"Não eleito";1681;6,46;426;"MUNICIPAL";1;11;82;82;0;82;0;82;0;38848;38848;0;38848;0;28946;9902;0;26036;26036;1355;1555;1555;0;0;26036;0;0;28946
79375;36;"ALMIRES BUGHAY";"PTC";"PTC";"Não eleito";3081;11,83;426;"MUNICIPAL";1;11;82;82;0;82;0;82;0;38848;38848;0;38848;0;28946;9902;0;26036;26036;1355;1555;1555;0;0;26036;0;0;28946
79375;11;"BACHIR ABBAS";"PP";"PP - PP / PSDB / PSL / PL / DEM / DC / PV / SOLIDARIEDADE";"Eleito";14041;53,93;426;"MUNICIPAL";1;11;82;82;0;82;0;82;0;38848;38848;0;38848;0;28946;9902;0;26036;26036;1355;1555;1555;0;0;26036;0;0;28946
79375;13;"PEDRO IVO";"PT";"PT - PT / PTB / PSB";"Não eleito";5966;22,91;426;"MUNICIPAL";1;11;82;82;0;82;0;82;0;38848;38848;0;38848;0;28946;9902;0;26036;26036;1355;1555;1555;0;0;26036;0;0;28946
79375;90;"SIGLEY NARCIZO";"PROS";"PROS";"Não eleito";1267;4,87;426;"MUNICIPAL";1;11;82;82;0;82;0;82;0;38848;38848;0;38848;0;28946;9902;0;26036;26036;1355;1555;1555;0;0;26036;0;0;28946
79391;11;"MAICÃO";"PP";"PP";"Não eleito";816;42,24;426;"MUNICIPAL";1;11;4;4;0;4;0;4;0;2114;2114;0;2114;0;1962;152;0;1932;1932;11;19;19;0;0;1932;0;0;1962
79391;20;"ZÉ BASSI";"PSC";"PSC - PSL / PSC / PSD";"Eleito";1116;57,76;426;"MUNICIPAL";1;11;4;4;0;4;0;4;0;2114;2114;0;2114;0;1962;152;0;1932;1932;11;19;19;0;0;1932;0;0;1962
79413;15;"TARANTINI";"MDB";"MDB - PSL / MDB";"Eleito";3439;52,92;426;"MUNICIPAL";1;11;16;16;0;16;0;16;0;8383;8383;0;8383;0;6902;1481;0;6499;6499;102;301;301;0;0;6499;0;0;6902
79413;55;"CARLINHOS TAMURA";"PSD";"PSD - PT / PTB / PSB / PSD";"Não eleito";3060;47,08;426;"MUNICIPAL";1;11;16;16;0;16;0;16;0;8383;8383;0;8383;0;6902;1481;0;6499;6499;102;301;301;0;0;6499;0;0;6902
79430;10;"MARCELO FAYAD";"REPUBLICANOS";"REPUBLICANOS";"Não eleito";235;2,23;426;"MUNICIPAL";1;11;33;33;0;33;0;33;0;14486;14486;0;14486;0;11185;3301;0;10522;10522;242;421;407;14;0;10522;0;0;11185
79430;55;"TAIDINHO";"PSD";"PSD - MDB / DEM / PSD / PSB";"Eleito";6244;59,34;426;"MUNICIPAL";1;11;33;33;0;33;0;33;0;14486;14486;0;14486;0;11185;3301;0;10522;10522;242;421;407;14;0;10522;0;0;11185
79430;19;"RICK";"PODE";"PODE";"Não eleito";1473;14;426;"MUNICIPAL";1;11;33;33;0;33;0;33;0;14486;14486;0;14486;0;11185;3301;0;10522;10522;242;421;407;14;0;10522;0;0;11185
79430;11;"PAULO LEONAR";"PP";"PP";"Não eleito";2570;24,43;426;"MUNICIPAL";1;11;33;33;0;33;0;33;0;14486;14486;0;14486;0;11185;3301;0;10522;10522;242;421;407;14;0;10522;0;0;11185
79456;55;"TONINHO";"PSD";"PSD - PODE / PROS / PSD / CIDADANIA";"Não eleito";2564;41,27;426;"MUNICIPAL";1;11;18;18;0;18;0;18;0;7061;7061;0;7061;0;6397;664;0;6213;6213;61;123;123;0;0;6213;0;0;6397
79456;20;"ADEMILSO ROSIN";"PSC";"PSC - MDB / PSDB / PDT / PT / PSL / PMN / PV / PSC / AVANTE";"Eleito";3649;58,73;426;"MUNICIPAL";1;11;18;18;0;18;0;18;0;7061;7061;0;7061;0;6397;664;0;6213;6213;61;123;123;0;0;6213;0;0;6397
79472;20;"DARCI FRANCISCON";"PSC";"PSC";"Não eleito";28;0,66;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5547;5547;0;5547;0;4449;1098;0;4250;4250;82;117;117;0;0;4250;0;0;4449
79472;28;"MARCOS BEVILACQUA";"PRTB";"PRTB";"Não eleito";1869;43,98;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5547;5547;0;5547;0;4449;1098;0;4250;4250;82;117;117;0;0;4250;0;0;4449
79472;17;"MARCIANO VOTTRI";"PSL";"PSL";"Eleito";2033;47,84;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5547;5547;0;5547;0;4449;1098;0;4250;4250;82;117;117;0;0;4250;0;0;4449
79472;23;"DÚ";"CIDADANIA";"CIDADANIA";"Não eleito";320;7,53;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5547;5547;0;5547;0;4449;1098;0;4250;4250;82;117;117;0;0;4250;0;0;4449
79499;40;"DR FRANCISCO";"PSB";"PSB - PT / PSL / CIDADANIA / PSB";"Não eleito";1901;43,86;426;"MUNICIPAL";1;11;12;12;0;12;0;12;0;5188;5188;0;5188;0;4505;683;0;4334;4334;59;112;112;0;0;4334;0;0;4505
79499;55;"DECIO";"PSD";"PSD - PL / PRTB / PSD";"Eleito";2433;56,14;426;"MUNICIPAL";1;11;12;12;0;12;0;12;0;5188;5188;0;5188;0;4505;683;0;4334;4334;59;112;112;0;0;4334;0;0;4505
79510;20;"DR. JOSÉ BIOQUÍMICO";"PSC";"PSC - PDT / PSC";"Não eleito";3013;29,17;426;"MUNICIPAL";1;11;37;37;0;37;0;37;0;14551;14551;0;14551;0;11297;3254;0;10329;10329;361;607;607;0;0;10329;0;0;11297
79510;55;"CLAUDENIR GERVASONE";"PSD";"PSD - PSL / PL / PSB / PP / PTB / MDB / CIDADANIA / DEM / PSD";"Eleito";7316;70,83;426;"MUNICIPAL";1;11;37;37;0;37;0;37;0;14551;14551;0;14551;0;11297;3254;0;10329;10329;361;607;607;0;0;10329;0;0;11297
79537;22;"VALTINHO";"PL";"PL - REPUBLICANOS / PSL / PL / PSD / DEM / PSDB";"Eleito";10371;53,48;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;26999;26999;0;26999;0;20696;6303;0;19391;19391;512;793;793;0;0;19391;0;0;20696
79537;20;"PEGORARO";"PSC";"PSC - PSC / MDB / PODE / PATRIOTA / CIDADANIA / PP / PRTB";"Não eleito";9020;46,52;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;26999;26999;0;26999;0;20696;6303;0;19391;19391;512;793;793;0;0;19391;0;0;20696
79553;19;"BRUNO MOTTA";"PODE";"PODE - SOLIDARIEDADE / PT / PODE";"Não eleito";4201;23,18;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;24302;24302;0;24302;0;18791;5511;0;18125;18125;179;487;487;0;0;18125;0;0;18791
79553;90;"MARLENE REVERS";"PROS";"PROS - PSB / PROS / DEM / PMN / PTC / PSDB / PATRIOTA";"Não eleito";3424;18,89;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;24302;24302;0;24302;0;18791;5511;0;18125;18125;179;487;487;0;0;18125;0;0;18791
79553;12;"JACARÉ";"PDT";"PDT - PDT / PP / DC";"Não eleito";2863;15,8;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;24302;24302;0;24302;0;18791;5511;0;18125;18125;179;487;487;0;0;18125;0;0;18791
79553;15;"RAFAEL MOURA";"MDB";"MDB - MDB / PV / PTB / REPUBLICANOS";"Não eleito";2169;11,97;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;24302;24302;0;24302;0;18791;5511;0;18125;18125;179;487;487;0;0;18125;0;0;18791
79553;55;"ELCIO JAIME";"PSD";"PSD - PSD / PSL / PRTB";"Eleito";5380;29,68;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;24302;24302;0;24302;0;18791;5511;0;18125;18125;179;487;487;0;0;18125;0;0;18791
79553;23;"ANOROSVAL COLOMBO";"CIDADANIA";"CIDADANIA";"Não eleito";88;0,49;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;24302;24302;0;24302;0;18791;5511;0;18125;18125;179;487;487;0;0;18125;0;0;18791
79570;11;"LAURINDO SPEROTTO";"PP";"PP - MDB / PSL / CIDADANIA / PP";"Eleito";3567;52,16;426;"MUNICIPAL";1;11;23;23;0;23;0;23;0;8985;8985;0;8985;0;7240;1745;0;6839;6839;144;257;257;0;0;6839;0;0;7240
79570;70;"TIAGO ALBRECHT";"AVANTE";"AVANTE - AVANTE / PSD";"Não eleito";844;12,34;426;"MUNICIPAL";1;11;23;23;0;23;0;23;0;8985;8985;0;8985;0;7240;1745;0;6839;6839;144;257;257;0;0;6839;0;0;7240
79570;51;"OSCAR BACKES";"PATRIOTA";"PATRIOTA";"Não eleito";203;2,97;426;"MUNICIPAL";1;11;23;23;0;23;0;23;0;8985;8985;0;8985;0;7240;1745;0;6839;6839;144;257;257;0;0;6839;0;0;7240
79570;12;"CLAUDETE MARANHÃO";"PDT";"PDT - PL / PSB / PDT";"Não eleito";1731;25,31;426;"MUNICIPAL";1;11;23;23;0;23;0;23;0;8985;8985;0;8985;0;7240;1745;0;6839;6839;144;257;257;0;0;6839;0;0;7240
79570;90;"AMARILDO";"PROS";"PROS";"Não eleito";494;7,22;426;"MUNICIPAL";1;11;23;23;0;23;0;23;0;8985;8985;0;8985;0;7240;1745;0;6839;6839;144;257;257;0;0;6839;0;0;7240
79596;40;"MARCELO FERRARI";"PSB";"PSB - PSC / PSB";"Não eleito";1834;46,81;426;"MUNICIPAL";1;11;11;11;0;11;0;11;0;5184;5184;0;5184;0;4111;1073;0;3918;3918;40;153;153;0;0;3918;0;0;4111
79596;17;"TONINHO DO CAFÉ";"PSL";"PSL - PSD / PSL";"Eleito";2084;53,19;426;"MUNICIPAL";1;11;11;11;0;11;0;11;0;5184;5184;0;5184;0;4111;1073;0;3918;3918;40;153;153;0;0;3918;0;0;4111
79618;55;"JULIANO DA FARMÁCIA";"PSD";"PSD - PSD / PSDB / PT";"Eleito";2409;100;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;3746;3746;0;3746;0;3039;707;0;2409;2409;254;376;376;0;0;2409;0;0;3039
79634;33;"NELSON PELE";"PMN";"PMN";"Não eleito";177;0,95;426;"MUNICIPAL";1;11;83;83;0;83;0;83;0;28902;28902;0;28902;0;20137;8765;0;18620;18620;656;861;861;0;0;18620;0;0;20137
79634;13;"CÍNTIA PLISZKA";"PT";"PT";"Não eleito";1232;6,62;426;"MUNICIPAL";1;11;83;83;0;83;0;83;0;28902;28902;0;28902;0;20137;8765;0;18620;18620;656;861;861;0;0;18620;0;0;20137
79634;11;"DR PAULO POLI";"PP";"PP - REPUBLICANOS / PP";"Não eleito";2034;10,92;426;"MUNICIPAL";1;11;83;83;0;83;0;83;0;28902;28902;0;28902;0;20137;8765;0;18620;18620;656;861;861;0;0;18620;0;0;20137
79634;22;"EDUARDO DALMORA";"PL";"PL - PTB / PSL / PSC / PSDB / PATRIOTA / PSD / PROS / PL / SOLIDARIEDADE";"Não eleito";7133;38,31;426;"MUNICIPAL";1;11;83;83;0;83;0;83;0;28902;28902;0;28902;0;20137;8765;0;18620;18620;656;861;861;0;0;18620;0;0;20137
79634;70;"ELTON";"AVANTE";"AVANTE";"Não eleito";57;0,31;426;"MUNICIPAL";1;11;83;83;0;83;0;83;0;28902;28902;0;28902;0;20137;8765;0;18620;18620;656;861;861;0;0;18620;0;0;20137
79634;19;"ZÉ DA ECLER";"PODE";"PODE - PDT / MDB / PODE / DEM";"Eleito";7987;42,89;426;"MUNICIPAL";1;11;83;83;0;83;0;83;0;28902;28902;0;28902;0;20137;8765;0;18620;18620;656;861;861;0;0;18620;0;0;20137
79650;22;"PECINHA";"PL";"PL - PP / PDT / PODE / PSC / PL / CIDADANIA / PSDB";"Eleito";4806;59,23;426;"MUNICIPAL";1;11;24;24;0;24;0;24;0;10086;10086;0;10086;0;8489;1597;0;8114;8114;88;287;287;0;0;8114;0;0;8489
79650;43;"WESLEY";"PV";"PV";"Não eleito";236;2,91;426;"MUNICIPAL";1;11;24;24;0;24;0;24;0;10086;10086;0;10086;0;8489;1597;0;8114;8114;88;287;287;0;0;8114;0;0;8489
79650;15;"PEDRO DA FARMÁCIA";"MDB";"MDB - MDB / PSD / PATRIOTA";"Não eleito";3072;37,86;426;"MUNICIPAL";1;11;24;24;0;24;0;24;0;10086;10086;0;10086;0;8489;1597;0;8114;8114;88;287;287;0;0;8114;0;0;8489
79677;11;"LUIZ SORVOS";"PP";"PP - PTB / PDT / PP / PL";"Eleito";2283;58,25;426;"MUNICIPAL";1;11;12;12;0;12;0;12;0;4882;4882;0;4882;0;4100;782;0;3919;3919;38;143;143;0;0;3919;0;0;4100
79677;15;"ERICA";"MDB";"MDB - PSB / MDB";"Não eleito";1636;41,75;426;"MUNICIPAL";1;11;12;12;0;12;0;12;0;4882;4882;0;4882;0;4100;782;0;3919;3919;38;143;143;0;0;3919;0;0;4100
79693;11;"VALDETE CUNHA";"PP";"PP - PP / PDT / PODE / PL / PSD";"Eleito";3382;50,33;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;9223;9223;0;9223;0;7133;2090;0;6719;6719;169;245;245;0;0;6719;0;0;7133
79693;25;"CLAITON MENDES";"DEM";"DEM - PSL / DEM";"Não eleito";3337;49,67;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;9223;9223;0;9223;0;7133;2090;0;6719;6719;169;245;245;0;0;6719;0;0;7133
79715;15;"PAULO MOCELIN";"MDB";"MDB - MDB / PSL / PSB";"Não eleito";7228;43,15;426;"MUNICIPAL";1;11;50;50;0;50;0;50;0;20967;20967;0;20967;0;17253;3714;0;16749;16749;145;359;359;0;0;16749;0;0;17253
79715;22;"ALDO COLOMBELLI";"PL";"PL";"Não eleito";920;5,49;426;"MUNICIPAL";1;11;50;50;0;50;0;50;0;20967;20967;0;20967;0;17253;3714;0;16749;16749;145;359;359;0;0;16749;0;0;17253
79715;55;"ZADO";"PSD";"PSD - REPUBLICANOS / PP / PDT / DEM / PTB / PSD";"Eleito";8226;49,11;426;"MUNICIPAL";1;11;50;50;0;50;0;50;0;20967;20967;0;20967;0;17253;3714;0;16749;16749;145;359;359;0;0;16749;0;0;17253
79715;36;"MARGON";"PTC";"PTC - PTC / CIDADANIA / PODE";"Não eleito";375;2,24;426;"MUNICIPAL";1;11;50;50;0;50;0;50;0;20967;20967;0;20967;0;17253;3714;0;16749;16749;145;359;359;0;0;16749;0;0;17253
79731;20;"CLAUDIO";"PSC";"PSC - PSB / PSC";"Eleito";2200;57,05;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;4775;4775;0;4775;0;4015;760;0;3856;3856;49;110;110;0;0;3856;0;0;4015
79731;17;"GAZOTO";"PSL";"PSL - MDB / PSL / PP";"Não eleito";1656;42,95;426;"MUNICIPAL";1;11;10;10;0;10;0;10;0;4775;4775;0;4775;0;4015;760;0;3856;3856;49;110;110;0;0;3856;0;0;4015
79758;11;"ZÉ DO PEIXE";"PP";"PP - PTB / PP / PSD";"Eleito";2933;65,19;426;"MUNICIPAL";1;11;16;16;0;16;0;16;0;6069;6069;0;6069;0;4700;1369;0;4499;4499;68;133;133;0;0;4499;0;0;4700
79758;23;"LEURYE MAZZOTTI";"CIDADANIA";"CIDADANIA";"Não eleito";902;20,05;426;"MUNICIPAL";1;11;16;16;0;16;0;16;0;6069;6069;0;6069;0;4700;1369;0;4499;4499;68;133;133;0;0;4499;0;0;4700
79758;20;"ARAGÃO";"PSC";"PSC";"Não eleito";664;14,76;426;"MUNICIPAL";1;11;16;16;0;16;0;16;0;6069;6069;0;6069;0;4700;1369;0;4499;4499;68;133;133;0;0;4499;0;0;4700
79774;45;"VALTINHO";"PSDB";"PSDB - PSDB / PSB / PTB / PP";"Eleito";3486;100;426;"MUNICIPAL";1;11;11;11;0;11;0;11;0;5865;5865;0;5865;0;4788;1077;0;3486;3486;627;675;675;0;0;3486;0;0;4788
79790;25;"PROFESSOR LARI HITZ";"DEM";"DEM - DEM / PP";"Não eleito";2694;46,9;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;6903;6903;0;6903;0;5896;1007;0;5744;5744;74;78;78;0;0;5744;0;0;5896
79790;15;"NORBERTO PINZ";"MDB";"MDB - MDB / PSC / PSD";"Eleito";3050;53,1;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;6903;6903;0;6903;0;5896;1007;0;5744;5744;74;78;78;0;0;5744;0;0;5896
79812;15;"DR WOLNEI";"MDB";"MDB";"Não eleito";2363;41,15;426;"MUNICIPAL";1;11;18;18;0;18;0;18;0;7031;7031;0;7031;0;5931;1100;0;5742;5742;62;127;127;0;0;5742;0;0;5931
79812;22;"LEONIR";"PL";"PL - PP / PDT / PL / PSDB / PSD / PROS";"Eleito";3379;58,85;426;"MUNICIPAL";1;11;18;18;0;18;0;18;0;7031;7031;0;7031;0;5931;1100;0;5742;5742;62;127;127;0;0;5742;0;0;5931
79839;15;"JOSENEY";"MDB";"MDB - MDB / PT";"Não eleito";1266;33,17;426;"MUNICIPAL";1;11;11;11;0;11;0;11;0;4687;4687;0;4687;0;3966;721;0;3817;3817;52;97;97;0;0;3817;0;0;3966
79839;45;"ODAIR GUERREIRO";"PSDB";"PSDB - PP / PSDB / PSL / PSC / CIDADANIA";"Eleito";2551;66,83;426;"MUNICIPAL";1;11;11;11;0;11;0;11;0;4687;4687;0;4687;0;3966;721;0;3817;3817;52;97;97;0;0;3817;0;0;3966
79855;22;"DR CULESTINO";"PL";"PL - PL / PDT / DEM / PSB";"Eleito";5423;52,84;426;"MUNICIPAL";1;11;37;37;0;37;0;37;0;13103;13103;0;13103;0;10719;2384;0;10263;10263;168;288;288;0;0;10263;0;0;10719
