"sg_ue";"nr_candidato";"nm_urna_candidato";"sg_partido";"ds_composicao_coligacao";"ds_situacao";"qt_votos_candidato";"pr_votos_candidato";"cd_eleicao";"sg_abrangencia";"turno";"cd_cargo";"qt_sessoes";"qt_sessoes_t";"qt_sessoes_nt";"qt_sessoes_i";"qt_sessoes_ni";"qt_sessoes_apuradas";"qt_sessoes_nao_apuradas";"qt_eleitores";"qt_eleitores_aptos";"qt_eleitores_nao_aptos";"qt_eleitores_si";"qt_eleitores_sni";"qt_eleitores_compareceram";"qt_abstencoes";"vscv";"qt_votos_nominais";"qt_votos_computados";"qt_votos_brancos";"qt_votos_nulos";"qt_votos_nulos_vn";"qt_votos_nulos_vnt";"qt_votos_vp";"qt_votos_validos";"qt_votos_an";"qt_votos_anulados_sob_judice";"qt_votos_total"
1570;65;"PILIQUE";"PC do B";"PC do B - PC do B / PSB";"Não eleito";749;15,72;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;5913;5913;0;5913;0;4918;995;0;4765;4765;24;129;129;0;0;4765;0;0;4918
27006;14;"VÂNIO MIL COISAS";"PTB";"PTB - PTB / PROS / PT";"Não eleito";3798;46,53;426;"MUNICIPAL";1;11;26;26;0;26;0;26;0;10382;10382;0;10382;0;8677;1705;0;8162;8162;150;365;365;0;0;8162;0;0;8677
27006;25;"ABRAHÃO MOURA";"DEM";"DEM - MDB / DEM / PL";"Eleito";4364;53,47;426;"MUNICIPAL";1;11;26;26;0;26;0;26;0;10382;10382;0;10382;0;8677;1705;0;8162;8162;150;365;365;0;0;8162;0;0;8677
27014;15;"MARCELO DORINHA";"MDB";"MDB - PTB / MDB";"Não eleito";3198;29,04;426;"MUNICIPAL";1;11;39;39;0;39;0;39;0;15296;15296;0;15296;0;11597;3699;0;11012;11012;96;489;489;0;0;11012;0;0;11597
27014;55;"PAULO CAMPOS";"PSD";"PSD - REPUBLICANOS / PSD";"Não eleito";1173;10,65;426;"MUNICIPAL";1;11;39;39;0;39;0;39;0;15296;15296;0;15296;0;11597;3699;0;11012;11012;96;489;489;0;0;11012;0;0;11597
27014;17;"ADRIANA ZUZA";"PSL";"PSL - PSC / PSL";"Não eleito";698;6,34;426;"MUNICIPAL";1;11;39;39;0;39;0;39;0;15296;15296;0;15296;0;11597;3699;0;11012;11012;96;489;489;0;0;11012;0;0;11597
27014;11;"ZE CARLOS";"PP";"PP - PDT / PP / PROS";"Eleito";5943;53,97;426;"MUNICIPAL";1;11;39;39;0;39;0;39;0;15296;15296;0;15296;0;11597;3699;0;11012;11012;96;489;489;0;0;11012;0;0;11597
27022;15;"ALVONI FEITOSA";"MDB";"MDB - MDB / PT";"Não eleito";2476;37,01;426;"MUNICIPAL";1;11;22;22;0;22;0;22;0;8736;8736;0;8736;0;7046;1690;0;6690;6690;56;300;300;0;0;6690;0;0;7046
27022;11;"TONY DE CAMPINHOS";"PP";"PP - PP / PTB / PSD";"Eleito";4095;61,21;426;"MUNICIPAL";1;11;22;22;0;22;0;22;0;8736;8736;0;8736;0;7046;1690;0;6690;6690;56;300;300;0;0;6690;0;0;7046
27022;65;"NINA CACIQUE";"PC do B";"PC do B";"Não eleito";119;1,78;426;"MUNICIPAL";1;11;22;22;0;22;0;22;0;8736;8736;0;8736;0;7046;1690;0;6690;6690;56;300;300;0;0;6690;0;0;7046
27030;11;"CELINO ROCHA";"PP";"PP";"Eleito";5456;60,19;426;"MUNICIPAL";1;11;34;34;0;34;0;34;0;12411;12411;0;12411;0;9514;2897;0;9064;9064;105;345;345;0;0;9064;0;0;9514
27030;15;"PAULO DÂMASO";"MDB";"MDB - MDB / PTB";"Não eleito";3504;38,66;426;"MUNICIPAL";1;11;34;34;0;34;0;34;0;12411;12411;0;12411;0;9514;2897;0;9064;9064;105;345;345;0;0;9064;0;0;9514
27030;90;"ANDERSON PROMOFESTA";"PROS";"PROS";"Não eleito";104;1,15;426;"MUNICIPAL";1;11;34;34;0;34;0;34;0;12411;12411;0;12411;0;9514;2897;0;9064;9064;105;345;345;0;0;9064;0;0;9514
27049;14;"JAMES RIBEIRO";"PTB";"PTB";"Não eleito";3019;38,77;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;11684;11684;0;11684;0;8367;3317;0;7786;7786;135;446;446;0;0;7786;0;0;8367
27049;11;"ALDO LIRA";"PP";"PP - PP / DEM";"Eleito";4767;61,23;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;11684;11684;0;11684;0;8367;3317;0;7786;7786;135;446;446;0;0;7786;0;0;8367
27057;10;"FABIANA PESSOA";"REPUBLICANOS";"REPUBLICANOS - REPUBLICANOS / PSD / AVANTE / PSL";"Não eleito";20874;19,22;426;"MUNICIPAL";1;11;358;358;0;358;0;358;0;143187;143187;0;143187;0;115778;27409;0;49349;108598;2467;4713;4613;100;0;49349;0;59249;115778
27057;77;"GILVANIA BARROS";"SOLIDARIEDADE";"SOLIDARIEDADE";"Não eleito";7021;6,47;426;"MUNICIPAL";1;11;358;358;0;358;0;358;0;143187;143187;0;143187;0;115778;27409;0;49349;108598;2467;4713;4613;100;0;49349;0;59249;115778
27057;23;"HECTOR MARTINS";"CIDADANIA";"CIDADANIA";"Não eleito";2101;1,93;426;"MUNICIPAL";1;11;358;358;0;358;0;358;0;143187;143187;0;143187;0;115778;27409;0;49349;108598;2467;4713;4613;100;0;49349;0;59249;115778
27057;51;"CLÁUDIO CANUTO";"PATRIOTA";"PATRIOTA";"Não eleito";2517;2,32;426;"MUNICIPAL";1;11;358;358;0;358;0;358;0;143187;143187;0;143187;0;115778;27409;0;49349;108598;2467;4713;4613;100;0;49349;0;59249;115778
27057;15;"LUCIANO BARBOSA";"MDB";"MDB - MDB / DEM / PSC / PL / PT / PC do B";"Não eleito";59249;54,56;426;"MUNICIPAL";1;11;358;358;0;358;0;358;0;143187;143187;0;143187;0;115778;27409;0;49349;108598;2467;4713;4613;100;0;49349;0;59249;115778
27057;11;"TARCIZO FREIRE";"PP";"PP - PP / PDT";"Não eleito";16376;15,08;426;"MUNICIPAL";1;11;358;358;0;358;0;358;0;143187;143187;0;143187;0;115778;27409;0;49349;108598;2467;4713;4613;100;0;49349;0;59249;115778
27057;50;"LINDOMAR FERREIRA";"PSOL";"PSOL";"Não eleito";460;0,42;426;"MUNICIPAL";1;11;358;358;0;358;0;358;0;143187;143187;0;143187;0;115778;27409;0;49349;108598;2467;4713;4613;100;0;49349;0;59249;115778
27065;40;"NENO PACHECO";"PSB";"PSB";"Não eleito";125;1,92;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;7765;7765;0;7765;0;6705;1060;0;6515;6515;28;162;162;0;0;6515;0;0;6705
27065;10;"JEANNYNE BELTRÃO";"REPUBLICANOS";"REPUBLICANOS - REPUBLICANOS / PSD";"Não eleito";2604;39,97;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;7765;7765;0;7765;0;6705;1060;0;6515;6515;28;162;162;0;0;6515;0;0;6705
27065;45;"CLOVIS TORRES";"PSDB";"PSDB";"Não eleito";178;2,73;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;7765;7765;0;7765;0;6705;1060;0;6515;6515;28;162;162;0;0;6515;0;0;6705
27065;11;"FELIPE JATOBA";"PP";"PP - PDT / PP";"Eleito";3608;55,38;426;"MUNICIPAL";1;11;20;20;0;20;0;20;0;7765;7765;0;7765;0;6705;1060;0;6515;6515;28;162;162;0;0;6515;0;0;6705
27073;15;"CHICO VIGARIO";"MDB";"MDB - PP / MDB";"Não eleito";8198;36,53;426;"MUNICIPAL";1;11;77;77;0;77;0;77;0;30331;30331;0;30331;0;23630;6701;0;22443;22443;243;944;944;0;0;22443;0;0;23630
27073;19;"JOTA JÉO";"PODE";"PODE";"Não eleito";41;0,18;426;"MUNICIPAL";1;11;77;77;0;77;0;77;0;30331;30331;0;30331;0;23630;6701;0;22443;22443;243;944;944;0;0;22443;0;0;23630
27073;13;"PROFESSOR LESSO";"PT";"PT";"Não eleito";147;0,65;426;"MUNICIPAL";1;11;77;77;0;77;0;77;0;30331;30331;0;30331;0;23630;6701;0;22443;22443;243;944;944;0;0;22443;0;0;23630
27073;20;"CECI ROCHA";"PSC";"PSC";"Eleito";14057;62,63;426;"MUNICIPAL";1;11;77;77;0;77;0;77;0;30331;30331;0;30331;0;23630;6701;0;22443;22443;243;944;944;0;0;22443;0;0;23630
27081;15;"PINO";"MDB";"MDB - PL / MDB";"Eleito";2945;70,17;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5548;5548;0;5548;0;4448;1100;0;4197;4197;65;186;186;0;0;4197;0;0;4448
27081;33;"DENINHO";"PMN";"PMN";"Não eleito";1252;29,83;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5548;5548;0;5548;0;4448;1100;0;4197;4197;65;186;186;0;0;4197;0;0;4448
27090;25;"EMANUELLA MOURA";"DEM";"DEM - DEM / PL / PP";"Não eleito";4311;46,81;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;11987;11987;0;11987;0;9763;2224;0;9210;9210;129;424;424;0;0;9210;0;0;9763
27090;14;"LIVIA CARLA";"PTB";"PTB";"Eleito";4899;53,19;426;"MUNICIPAL";1;11;31;31;0;31;0;31;0;11987;11987;0;11987;0;9763;2224;0;9210;9210;129;424;424;0;0;9210;0;0;9763
27111;65;"ANGELA STEMLER";"PC do B";"PC do B";"Não eleito";182;3,38;426;"MUNICIPAL";1;11;17;17;0;17;0;17;0;6897;6897;0;6897;0;5727;1170;0;5391;5391;92;244;243;1;0;5391;0;0;5727
27111;14;"SILAS";"PTB";"PTB - CIDADANIA / PTB";"Não eleito";1992;36,95;426;"MUNICIPAL";1;11;17;17;0;17;0;17;0;6897;6897;0;6897;0;5727;1170;0;5391;5391;92;244;243;1;0;5391;0;0;5727
27111;55;"TACIANE FERRO";"PSD";"PSD";"Não eleito";317;5,88;426;"MUNICIPAL";1;11;17;17;0;17;0;17;0;6897;6897;0;6897;0;5727;1170;0;5391;5391;92;244;243;1;0;5391;0;0;5727
27111;11;"BIU DE LIRA";"PP";"PP - PP / REPUBLICANOS / MDB";"Eleito";2900;53,79;426;"MUNICIPAL";1;11;17;17;0;17;0;17;0;6897;6897;0;6897;0;5727;1170;0;5391;5391;92;244;243;1;0;5391;0;0;5727
27138;15;"MARINA DANTAS";"MDB";"MDB - MDB / PP";"Eleito";5739;57,62;426;"MUNICIPAL";1;11;32;32;0;32;0;32;0;12705;12705;0;12705;0;10630;2075;0;9960;9960;180;490;490;0;0;9960;0;0;10630
27138;70;"ROMEU POLICIAL";"AVANTE";"AVANTE";"Não eleito";645;6,48;426;"MUNICIPAL";1;11;32;32;0;32;0;32;0;12705;12705;0;12705;0;10630;2075;0;9960;9960;180;490;490;0;0;9960;0;0;10630
27138;40;"PAULO JOSÉ";"PSB";"PSB";"Não eleito";181;1,82;426;"MUNICIPAL";1;11;32;32;0;32;0;32;0;12705;12705;0;12705;0;10630;2075;0;9960;9960;180;490;490;0;0;9960;0;0;10630
27138;25;"LUCIANO MELO";"DEM";"DEM - DEM / PSC";"Não eleito";3377;33,91;426;"MUNICIPAL";1;11;32;32;0;32;0;32;0;12705;12705;0;12705;0;10630;2075;0;9960;9960;180;490;490;0;0;9960;0;0;10630
27138;22;"ZÉ PAULO";"PL";"PL";"Não eleito";18;0,18;426;"MUNICIPAL";1;11;32;32;0;32;0;32;0;12705;12705;0;12705;0;10630;2075;0;9960;9960;180;490;490;0;0;9960;0;0;10630
27154;15;"PAULA SANTA ROSA";"MDB";"MDB - MDB / PP";"Eleito";2160;59,05;426;"MUNICIPAL";1;11;13;13;0;13;0;13;0;4836;4836;0;4836;0;3889;947;0;2192;3658;62;169;169;0;0;2192;0;1466;3889
27154;20;"BEL";"PSC";"PSC - PT / PSC";"Não eleito";1457;39,83;426;"MUNICIPAL";1;11;13;13;0;13;0;13;0;4836;4836;0;4836;0;3889;947;0;2192;3658;62;169;169;0;0;2192;0;1466;3889
27154;55;"FLAVIO BARBOSA";"PSD";"PSD";"Não eleito";32;0,87;426;"MUNICIPAL";1;11;13;13;0;13;0;13;0;4836;4836;0;4836;0;3889;947;0;2192;3658;62;169;169;0;0;2192;0;1466;3889
27154;51;"PROFESSOR MINERVINO";"PATRIOTA";"PATRIOTA";"Não eleito";9;0,25;426;"MUNICIPAL";1;11;13;13;0;13;0;13;0;4836;4836;0;4836;0;3889;947;0;2192;3658;62;169;169;0;0;2192;0;1466;3889
27170;14;"DALMINHO";"PTB";"PTB - PTB / PSD";"Eleito";2713;55,75;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5789;5789;0;5789;0;5031;758;0;4866;4866;36;129;129;0;0;4866;0;0;5031
27170;15;"TOINHO CINTRA";"MDB";"MDB - MDB / PP";"Não eleito";2153;44,25;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5789;5789;0;5789;0;5031;758;0;4866;4866;36;129;129;0;0;4866;0;0;5031
27197;22;"ZEZINHO TENORIO";"PL";"PL - PDT / PL / DC";"Não eleito";6752;49,84;426;"MUNICIPAL";1;11;48;48;0;48;0;48;0;19280;19280;0;19280;0;14528;4752;0;13548;13548;249;731;731;0;0;13548;0;0;14528
27197;15;"BRUNO FEIJO";"MDB";"MDB - MDB / PP / REPUBLICANOS / PSL / PSD";"Eleito";6796;50,16;426;"MUNICIPAL";1;11;48;48;0;48;0;48;0;19280;19280;0;19280;0;14528;4752;0;13548;13548;249;731;731;0;0;13548;0;0;14528
27219;15;"NENO FREITAS";"MDB";"MDB - MDB / PV / PT";"Eleito";4002;64,56;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8748;8748;0;8748;0;6635;2113;0;6199;6199;82;354;354;0;0;6199;0;0;6635
27219;23;"JEOVÁ";"CIDADANIA";"CIDADANIA";"Não eleito";29;0,47;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8748;8748;0;8748;0;6635;2113;0;6199;6199;82;354;354;0;0;6199;0;0;6635
27219;22;"RENILDO CALHEIROS";"PL";"PL";"Não eleito";2168;34,97;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8748;8748;0;8748;0;6635;2113;0;6199;6199;82;354;354;0;0;6199;0;0;6635
27235;15;"HUGO WANDERLEY";"MDB";"MDB";"Eleito";5302;92,14;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8047;8047;0;8047;0;6121;1926;0;5754;5754;76;291;291;0;0;5754;0;0;6121
27235;23;"RAFAEL PARANHOS";"CIDADANIA";"CIDADANIA";"Não eleito";452;7,86;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8047;8047;0;8047;0;6121;1926;0;5754;5754;76;291;291;0;0;5754;0;0;6121
27251;70;"ANTONIO MELO";"AVANTE";"AVANTE";"Não eleito";136;1,36;426;"MUNICIPAL";1;11;37;37;0;37;0;37;0;13965;13965;0;13965;0;10591;3374;0;9967;9967;154;470;469;1;0;9967;0;0;10591
27251;15;"PALMERY NETO";"MDB";"MDB - MDB / PT / REPUBLICANOS";"Não eleito";4272;42,86;426;"MUNICIPAL";1;11;37;37;0;37;0;37;0;13965;13965;0;13965;0;10591;3374;0;9967;9967;154;470;469;1;0;9967;0;0;10591
27251;33;"AGUINALDO TENÓRIO";"PMN";"PMN";"Não eleito";457;4,59;426;"MUNICIPAL";1;11;37;37;0;37;0;37;0;13965;13965;0;13965;0;10591;3374;0;9967;9967;154;470;469;1;0;9967;0;0;10591
27251;19;"LUCILA TOLEDO";"PODE";"PODE - PROS / PODE";"Eleito";5102;51,19;426;"MUNICIPAL";1;11;37;37;0;37;0;37;0;13965;13965;0;13965;0;10591;3374;0;9967;9967;154;470;469;1;0;9967;0;0;10591
27278;14;"DANIEL TENORIO";"PTB";"PTB";"Não eleito";6655;38,26;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;24642;24642;0;24642;0;18501;6141;0;17372;17395;274;832;832;0;0;17372;0;23;18501
27278;13;"JOSEANO";"PT";"PT";"Não eleito";23;0,13;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;24642;24642;0;24642;0;18501;6141;0;17372;17395;274;832;832;0;0;17372;0;23;18501
27278;11;"NICOLAS PEREIRA";"PP";"PP - PSL / PP / MDB / REPUBLICANOS / DEM / PDT / PL";"Eleito";10717;61,61;426;"MUNICIPAL";1;11;62;62;0;62;0;62;0;24642;24642;0;24642;0;18501;6141;0;17372;17395;274;832;832;0;0;17372;0;23;18501
27294;15;"CICERO PINHEIRO";"MDB";"MDB - MDB / PTB";"Não eleito";3156;48,11;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8218;8218;0;8218;0;6931;1287;0;3188;6560;79;292;292;0;0;3188;0;3372;6931
27294;11;"ARNALDO HIGINO";"PP";"PP - PP / REPUBLICANOS";"Não eleito";3372;51,4;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8218;8218;0;8218;0;6931;1287;0;3188;6560;79;292;292;0;0;3188;0;3372;6931
27294;90;"ERALDO DA ROSA";"PROS";"PROS";"Não eleito";32;0,49;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8218;8218;0;8218;0;6931;1287;0;3188;6560;79;292;292;0;0;3188;0;3372;6931
27316;13;"MADSON PAULINO";"PT";"PT - PT / MDB";"Não eleito";2583;26,7;426;"MUNICIPAL";1;11;34;34;0;34;0;34;0;13355;13355;0;13355;0;10245;3110;0;9674;9674;113;458;458;0;0;9674;0;0;10245
27316;45;"MARCIO MARTINS";"PSDB";"PSDB";"Não eleito";470;4,86;426;"MUNICIPAL";1;11;34;34;0;34;0;34;0;13355;13355;0;13355;0;10245;3110;0;9674;9674;113;458;458;0;0;9674;0;0;10245
27316;11;"VINÍCIUS FILHO DE ZÉ HERMES";"PP";"PP - PP / DEM";"Eleito";6621;68,44;426;"MUNICIPAL";1;11;34;34;0;34;0;34;0;13355;13355;0;13355;0;10245;3110;0;9674;9674;113;458;458;0;0;9674;0;0;10245
27332;15;"ADELMINHO";"MDB";"MDB";"Eleito";5203;52,5;426;"MUNICIPAL";1;11;32;32;0;32;0;32;0;12820;12820;0;12820;0;10364;2456;0;9910;9910;89;365;365;0;0;9910;0;0;10364
27332;36;"PASTOR ANTONIO FERREIRA";"PTC";"PTC";"Não eleito";20;0,2;426;"MUNICIPAL";1;11;32;32;0;32;0;32;0;12820;12820;0;12820;0;10364;2456;0;9910;9910;89;365;365;0;0;9910;0;0;10364
27332;19;"EUSTAQUINHO MOREIRA";"PODE";"PODE";"Não eleito";4687;47,3;426;"MUNICIPAL";1;11;32;32;0;32;0;32;0;12820;12820;0;12820;0;10364;2456;0;9910;9910;89;365;365;0;0;9910;0;0;10364
27359;14;"GENIVALDO AGRA";"PTB";"PTB - PTB / PP";"Não eleito";1055;22,43;426;"MUNICIPAL";1;11;17;17;0;17;0;17;0;6536;6536;0;6536;0;5196;1340;0;4704;4704;103;389;389;0;0;4704;0;0;5196
27359;15;"GERALDO FILHO";"MDB";"MDB - MDB / PSC / PROS";"Eleito";3649;77,57;426;"MUNICIPAL";1;11;17;17;0;17;0;17;0;6536;6536;0;6536;0;5196;1340;0;4704;4704;103;389;389;0;0;4704;0;0;5196
27375;90;"LUCAS";"PROS";"PROS - PROS / DEM / PMN";"Não eleito";2013;46,36;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5836;5836;0;5836;0;4674;1162;0;4342;4342;35;297;297;0;0;4342;0;0;4674
27375;15;"MAURÍCIO HOLANDA";"MDB";"MDB - MDB / PSD";"Eleito";2198;50,62;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5836;5836;0;5836;0;4674;1162;0;4342;4342;35;297;297;0;0;4342;0;0;4674
27375;45;"TÓ TEIXEIRA";"PSDB";"PSDB - PSDB / CIDADANIA";"Não eleito";131;3,02;426;"MUNICIPAL";1;11;15;15;0;15;0;15;0;5836;5836;0;5836;0;4674;1162;0;4342;4342;35;297;297;0;0;4342;0;0;4674
27391;15;"AURELINO LOPES";"MDB";"MDB";"Não eleito";2814;42;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8595;8595;0;8595;0;6986;1609;0;6700;6700;50;236;236;0;0;6700;0;0;6986
27391;23;"DR KÁTIA";"CIDADANIA";"CIDADANIA - CIDADANIA / PRTB";"Não eleito";362;5,4;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8595;8595;0;8595;0;6986;1609;0;6700;6700;50;236;236;0;0;6700;0;0;6986
27391;11;"BUENO HIGINO";"PP";"PP - PP / PSDB";"Eleito";3324;49,61;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8595;8595;0;8595;0;6986;1609;0;6700;6700;50;236;236;0;0;6700;0;0;6986
27391;55;"MAGNA PEDROSA";"PSD";"PSD";"Não eleito";200;2,99;426;"MUNICIPAL";1;11;21;21;0;21;0;21;0;8595;8595;0;8595;0;6986;1609;0;6700;6700;50;236;236;0;0;6700;0;0;6986
27413;15;"MANUILSON ANDRADE";"MDB";"MDB - MDB / PP / PT";"Eleito";6075;57,85;426;"MUNICIPAL";1;11;38;38;0;38;0;38;0;14813;14813;0;14813;0;11244;3569;0;10502;10502;140;602;568;34;0;10502;0;0;11244
27413;45;"RUBINHO";"PSDB";"PSDB - REPUBLICANOS / PDT / PSDB / DEM";"Não eleito";4427;42,15;426;"MUNICIPAL";1;11;38;38;0;38;0;38;0;14813;14813;0;14813;0;11244;3569;0;10502;10502;140;602;568;34;0;10502;0;0;11244
27430;15;"DECELE DÂMASO";"MDB";"MDB - PTB / MDB / PSD";"Eleito";2387;58,26;426;"MUNICIPAL";1;11;14;14;0;14;0;14;0;4965;4965;0;4965;0;4365;600;0;4097;4097;71;197;197;0;0;4097;0;0;4365
27430;33;"YCARO ROQUE";"PMN";"PMN - PMN / DEM";"Não eleito";542;13,23;426;"MUNICIPAL";1;11;14;14;0;14;0;14;0;4965;4965;0;4965;0;4365;600;0;4097;4097;71;197;197;0;0;4097;0;0;4365
27430;90;"TADEU FRAGOSO";"PROS";"PROS - PT / PROS / PL";"Não eleito";1168;28,51;426;"MUNICIPAL";1;11;14;14;0;14;0;14;0;4965;4965;0;4965;0;4365;600;0;4097;4097;71;197;197;0;0;4097;0;0;4365
27456;11;"MARCELO BELTRÃO";"PP";"PP - PDT / PP / PL / PSL / SOLIDARIEDADE";"Eleito";16038;55,78;426;"MUNICIPAL";1;11;97;97;0;97;0;97;0;38667;38667;0;38667;0;30532;8135;0;28259;28752;410;1370;1370;0;0;28259;0;493;30532
27456;15;"MAYKON BELTRÃO";"MDB";"MDB - MDB / PTB / DEM / PSB / PROS / PSD";"Não eleito";12221;42,5;426;"MUNICIPAL";1;11;97;97;0;97;0;97;0;38667;38667;0;38667;0;30532;8135;0;28259;28752;410;1370;1370;0;0;28259;0;493;30532
27456;70;"EDINHO DO HELVIO";"AVANTE";"AVANTE";"Não eleito";493;1,71;426;"MUNICIPAL";1;11;97;97;0;97;0;97;0;38667;38667;0;38667;0;30532;8135;0;28259;28752;410;1370;1370;0;0;28259;0;493;30532
27472;14;"GABRIEL VARJÃO";"PTB";"PTB";"Não eleito";548;2,02;426;"MUNICIPAL";1;11;99;99;0;99;0;99;0;37477;37477;0;37477;0;28673;8804;0;27066;27066;306;1301;1301;0;0;27066;0;0;28673
27472;15;"ZIANE COSTA";"MDB";"MDB - MDB / PSC / AVANTE";"Eleito";10948;40,45;426;"MUNICIPAL";1;11;99;99;0;99;0;99;0;37477;37477;0;37477;0;28673;8804;0;27066;27066;306;1301;1301;0;0;27066;0;0;28673
27472;40;"RENATO TORRES";"PSB";"PSB - PSB / PROS";"Não eleito";4902;18,11;426;"MUNICIPAL";1;11;99;99;0;99;0;99;0;37477;37477;0;37477;0;28673;8804;0;27066;27066;306;1301;1301;0;0;27066;0;0;28673
27472;55;"PADRE ERALDO";"PSD";"PSD - SOLIDARIEDADE / PP / PSD / PT";"Não eleito";8989;33,21;426;"MUNICIPAL";1;11;99;99;0;99;0;99;0;37477;37477;0;37477;0;28673;8804;0;27066;27066;306;1301;1301;0;0;27066;0;0;28673
27472;45;"SAVIO DA GALERIA";"PSDB";"PSDB";"Não eleito";1679;6,2;426;"MUNICIPAL";1;11;99;99;0;99;0;99;0;37477;37477;0;37477;0;28673;8804;0;27066;27066;306;1301;1301;0;0;27066;0;0;28673
27499;15;"RAMON CAMILO";"MDB";"MDB - PDT / MDB";"Eleito";3625;51,64;426;"MUNICIPAL";1;11;24;24;0;24;0;24;0;8942;8942;0;8942;0;7338;1604;0;7020;7020;53;265;265;0;0;7020;0;0;7338
27499;14;"JORGE DUCA";"PTB";"PTB";"Não eleito";3395;48,36;426;"MUNICIPAL";1;11;24;24;0;24;0;24;0;8942;8942;0;8942;0;7338;1604;0;7020;7020;53;265;265;0;0;7020;0;0;7338
27510;15;"VERIDIANO ALMIR";"MDB";"MDB - MDB / CIDADANIA";"Não eleito";6374;46,39;426;"MUNICIPAL";1;11;43;43;0;43;0;43;0;17344;17344;0;17344;0;14456;2888;0;13740;13740;144;572;572;0;0;13740;0;0;14456
27510;20;"FLAVIO DO CHICO DA GRANJA";"PSC";"PSC";"Eleito";6595;48;426;"MUNICIPAL";1;11;43;43;0;43;0;43;0;17344;17344;0;17344;0;14456;2888;0;13740;13740;144;572;572;0;0;13740;0;0;14456
27510;11;"FLÁVIO MAURÍCIO";"PP";"PP";"Não eleito";771;5,61;426;"MUNICIPAL";1;11;43;43;0;43;0;43;0;17344;17344;0;17344;0;14456;2888;0;13740;13740;144;572;572;0;0;13740;0;0;14456
27537;25;"IRAN SIMÕES";"DEM";"DEM - CIDADANIA / DEM";"Não eleito";1226;44,92;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;3486;3486;0;3486;0;2891;595;0;2729;2729;31;131;131;0;0;2729;0;0;2891
27537;11;"ROSIANA BELTRÃO";"PP";"PP - MDB / PP / PSD";"Eleito";1453;53,24;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;3486;3486;0;3486;0;2891;595;0;2729;2729;31;131;131;0;0;2729;0;0;2891
27537;70;"ALEANDRA OLIVEIRA";"AVANTE";"AVANTE - AVANTE / PT";"Não eleito";50;1,83;426;"MUNICIPAL";1;11;9;9;0;9;0;9;0;3486;3486;0;3486;0;2891;595;0;2729;2729;31;131;131;0;0;2729;0;0;2891
27553;14;"ANDRÉ DA TEO";"PTB";"PTB";"Não eleito";2718;46,19;426;"MUNICIPAL";1;11;23;23;0;23;0;23;0;8261;8261;0;8261;0;6338;1923;0;5884;5884;91;363;363;0;0;5884;0;0;6338
27553;11;"SILVANA";"PP";"PP - PROS / PP / MDB / PT / DEM";"Eleito";3166;53,81;426;"MUNICIPAL";1;11;23;23;0;23;0;23;0;8261;8261;0;8261;0;6338;1923;0;5884;5884;91;363;363;0;0;5884;0;0;6338
27570;18;"ERIVALDO DO ESPETINHO";"REDE";"REDE";"Não eleito";309;1,61;426;"MUNICIPAL";1;11;65;65;0;65;0;65;0;26069;26069;0;26069;0;20633;5436;0;19152;19152;347;1134;1134;0;0;19152;0;0;20633
27570;13;"ROBERTO MARTINS";"PT";"PT";"Não eleito";823;4,3;426;"MUNICIPAL";1;11;65;65;0;65;0;65;0;26069;26069;0;26069;0;20633;5436;0;19152;19152;347;1134;1134;0;0;19152;0;0;20633
27570;15;"DAVID BARROS";"MDB";"MDB - PP / MDB / PSB / PSD / SOLIDARIEDADE";"Eleito";14956;78,09;426;"MUNICIPAL";1;11;65;65;0;65;0;65;0;26069;26069;0;26069;0;20633;5436;0;19152;19152;347;1134;1134;0;0;19152;0;0;20633
27570;45;"DR REMI DO JOAO RICARDO";"PSDB";"PSDB";"Não eleito";3064;16;426;"MUNICIPAL";1;11;65;65;0;65;0;65;0;26069;26069;0;26069;0;20633;5436;0;19152;19152;347;1134;1134;0;0;19152;0;0;20633
